CollectionDate,geolatitude,geolongitude,,
10/25/22,39.880804,-104.961985,,
10/25/22,39.614501,-104.971543,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.722089,-104.819741,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.927898,-104.896866,,
10/25/22,39.875137,-105.03818,,
10/25/22,39.516961,-104.8275,,
10/25/22,39.538146,-105.017633,,
10/25/22,39.904832,-105.031921,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.61398,-104.856332,,
10/25/22,39.421566,-105.033966,,
10/25/22,39.607176,-104.74642,,
10/25/22,39.607176,-104.74642,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.876297,-104.948292,,
10/25/22,39.937571,-104.949433,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.607176,-104.74642,,
10/25/22,39.865223,-105.044874,,
10/25/22,39.830204,-105.036342,,
10/25/22,39.908148,-104.813853,,
10/25/22,39.918303,-104.908789,,
10/25/22,39.894003,-104.924093,,
10/25/22,39.896063,-104.954175,,
10/25/22,39.898761,-105.019287,,
10/25/22,39.880917,-105.013765,,
10/25/22,39.648373,-105.025608,,
10/25/22,39.828112,-105.020087,,
10/25/22,39.864366,-104.941716,,
10/25/22,39.864252,-104.960212,,
10/25/22,39.907073,-104.986478,,
10/25/22,39.607656,-104.926578,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.902648,-104.993532,,
10/25/22,39.824583,-104.904648,,
10/25/22,39.738719,-104.831711,,
10/25/22,39.445732,-104.738617,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.552232,-105.010077,,
10/25/22,39.574867,-104.968997,,
10/25/22,39.59565,-104.775587,,
10/25/22,39.897971,-104.998156,,
10/25/22,39.914485,-104.911223,,
10/25/22,39.873352,-104.926008,,
10/25/22,39.879757,-105.009616,,
10/25/22,39.66909,-104.851068,,
10/25/22,39.67655,-104.764223,,
10/25/22,39.652525,-104.978618,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.582448,-104.891903,,
10/25/22,39.878266,-105.00293,,
10/25/22,39.574867,-104.968997,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.607656,-104.926578,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.66151,-104.917722,,
10/25/22,39.66151,-104.917722,,
10/25/22,39.953315,-104.931199,,
10/25/22,39.847957,-104.993349,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.898683,-104.953026,,
10/25/22,39.966186,-104.899548,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.838543,-105.007344,,
10/25/22,39.883125,-104.96536,,
10/25/22,39.984451,-104.951134,,
10/25/22,39.876923,-104.981858,,
10/25/22,39.532386,-105.003155,,
10/25/22,39.607656,-104.926578,,
10/25/22,39.607656,-104.926578,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.905494,-104.975338,,
10/25/22,39.917753,-104.932236,,
10/25/22,39.905816,-104.941567,,
10/25/22,39.923792,-104.930017,,
10/25/22,39.50424,-105.012144,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.668689,-104.801561,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.591944,-104.998644,,
10/25/22,39.594231,-104.677757,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.899362,-105.033723,,
10/25/22,39.726236,-104.816768,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.977144,-104.815064,,
10/25/22,39.909066,-105.040945,,
10/25/22,39.560771,-104.956663,,
10/25/22,39.62597,-104.806663,,
10/25/22,39.51749,-104.78893,,
10/25/22,39.4853,-105.0652,,
10/25/22,39.607656,-104.926578,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.916444,-104.969621,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.607176,-104.74642,,
10/25/22,39.607176,-104.74642,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.879493,-104.949234,,
10/25/22,39.51213,-104.75863,,
10/25/22,39.560771,-104.956663,,
10/25/22,39.900677,-104.876456,,
10/25/22,39.560771,-104.956663,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.819233,-104.91935,,
10/25/22,39.981379,-104.752801,,
10/25/22,39.668411,-104.853943,,
10/25/22,39.924686,-104.925735,,
10/25/22,39.904832,-105.031921,,
10/25/22,39.534683,-104.84785,,
10/25/22,39.534683,-104.84785,,
10/25/22,39.547131,-104.913695,,
10/25/22,39.641905,-104.79733,,
10/25/22,39.619305,-104.806278,,
10/25/22,39.607176,-104.74642,,
10/25/22,39.534683,-104.84785,,
10/25/22,39.93095,-104.943697,,
10/25/22,39.904819,-105.034134,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.845907,-105.053029,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.708899,-104.856926,,
10/25/22,39.841574,-104.91827,,
10/25/22,39.607176,-104.74642,,
10/25/22,39.848189,-105.001619,,
10/25/22,39.88725,-105.026321,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.980731,-104.776241,,
10/25/22,39.534683,-104.84785,,
10/25/22,39.400696,-104.895813,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.52291,-104.79852,,
10/25/22,39.629145,-104.786985,,
10/25/22,39.627675,-104.724122,,
10/25/22,39.598675,-104.824694,,
10/25/22,39.612223,-104.860404,,
10/25/22,39.984451,-104.951134,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.908946,-104.981776,,
10/25/22,39.850246,-104.968655,,
10/25/22,39.896005,-104.969506,,
10/25/22,39.909364,-104.979289,,
10/25/22,39.908574,-104.964626,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.604651,-104.777301,,
10/25/22,39.515446,-104.773852,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.581438,-104.871869,,
10/25/22,39.929514,-104.909865,,
10/25/22,39.614186,-104.763548,,
10/25/22,39.620344,-104.792169,,
10/25/22,39.607176,-104.74642,,
10/25/22,39.607176,-104.74642,,
10/25/22,39.651993,-104.979749,,
10/25/22,39.668913,-104.919573,,
10/25/22,39.668913,-104.919573,,
10/25/22,39.668913,-104.919573,,
10/25/22,39.589083,-104.939956,,
10/25/22,39.871173,-104.980465,,
10/25/22,39.668913,-104.919573,,
10/25/22,39.945921,-104.946941,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.905351,-104.983677,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.883288,-104.776723,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.912606,-104.963541,,
10/25/22,39.870614,-105.019012,,
10/25/22,39.859991,-105.035026,,
10/25/22,39.908465,-104.849333,,
10/25/22,39.871173,-104.980465,,
10/25/22,39.871173,-104.980465,,
10/25/22,39.825834,-104.904745,,
10/25/22,39.825834,-104.904745,,
10/25/22,39.901182,-104.981031,,
10/25/22,39.87695,-104.945904,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.912491,-105.037956,,
10/25/22,39.896702,-105.003043,,
10/25/22,39.822355,-104.908362,,
10/25/22,39.901178,-104.973143,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.745439,-104.81574,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.592667,-104.931786,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.592667,-104.931786,,
10/25/22,39.71225,-104.796867,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.876179,-105.010749,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.88538,-104.95639,,
10/25/22,39.88538,-104.95639,,
10/25/22,39.633702,-104.80858,,
10/25/22,39.633702,-104.80858,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.88538,-104.95639,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.633702,-104.80858,,
10/25/22,39.88538,-104.95639,,
10/25/22,39.88538,-104.95639,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.745439,-104.81574,,
10/25/22,39.876121,-104.936432,,
10/25/22,39.53551,-105.030706,,
10/25/22,39.592904,-104.972833,,
10/25/22,39.637503,-104.989902,,
10/25/22,39.668689,-104.801561,,
10/25/22,39.738719,-104.831711,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.88538,-104.95639,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.88538,-104.95639,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.93676,-104.895752,,
10/25/22,39.897515,-104.929653,,
10/25/22,39.688555,-104.700993,,
10/25/22,39.737514,-104.797286,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.555926,-104.769977,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.592667,-104.931786,,
10/25/22,39.737514,-104.797286,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.592667,-104.931786,,
10/25/22,39.592667,-104.931786,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.555926,-104.769977,,
10/25/22,39.592667,-104.931786,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.865328,-104.943976,,
10/25/22,39.745439,-104.81574,,
10/25/22,39.745439,-104.81574,,
10/25/22,39.745439,-104.81574,,
10/25/22,39.633702,-104.80858,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.737514,-104.797286,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.555926,-104.769977,,
10/25/22,39.555926,-104.769977,,
10/25/22,39.633702,-104.80858,,
10/25/22,39.633702,-104.80858,,
10/25/22,39.633702,-104.80858,,
10/25/22,39.633702,-104.80858,,
10/25/22,39.74175,-104.8555,,
10/25/22,39.831158,-104.919087,,
10/25/22,39.360313,-104.861275,,
10/25/22,39.633702,-104.80858,,
10/25/22,39.633702,-104.80858,,
10/25/22,39.671242,-105.013646,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.633702,-104.80858,,
10/25/22,39.737514,-104.797286,,
10/25/22,39.737514,-104.797286,,
10/25/22,39.37001,-104.856452,,
10/25/22,39.360313,-104.861275,,
10/25/22,39.668913,-104.919573,,
10/25/22,39.737514,-104.797286,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.860245,-104.992569,,
10/25/22,39.902604,-104.98455,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.668913,-104.919573,,
10/25/22,39.863743,-105.008598,,
10/25/22,39.871173,-104.980465,,
10/25/22,39.871173,-104.980465,,
10/25/22,39.871173,-104.980465,,
10/25/22,39.70883,-104.847822,,
10/25/22,39.70883,-104.847822,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.668913,-104.919573,,
10/25/22,39.668913,-104.919573,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.696957,-104.814433,,
10/25/22,39.904373,-104.97408,,
10/25/22,39.89047,-104.953163,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.589083,-104.939956,,
10/25/22,39.589083,-104.939956,,
10/25/22,39.7041,-104.7052,,
10/25/22,39.919363,-104.907945,,
10/25/22,39.360313,-104.861275,,
10/25/22,39.360313,-104.861275,,
10/25/22,39.806523,-104.9155,,
10/25/22,39.745439,-104.81574,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.68009,-104.770348,,
10/25/22,39.58868,-104.799904,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.737514,-104.797286,,
10/25/22,39.926089,-104.919003,,
10/25/22,39.864555,-104.96238,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.909898,-104.926711,,
10/25/22,39.598256,-104.95431,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.879097,-104.942711,,
10/25/22,39.933367,-104.932523,,
10/25/22,39.988892,-104.801245,,
10/25/22,39.940368,-104.944437,,
10/25/22,39.900657,-104.98359,,
10/25/22,39.946936,-104.897327,,
10/25/22,39.86232,-104.976919,,
10/25/22,39.905494,-104.975338,,
10/25/22,39.905351,-104.983677,,
10/25/22,39.880554,-105.023243,,
10/25/22,39.917743,-105.014638,,
10/25/22,39.994885,-104.966171,,
10/25/22,39.903744,-104.981794,,
10/25/22,39.929399,-104.970652,,
10/25/22,39.995096,-104.965092,,
10/25/22,39.651993,-104.979749,,
10/25/22,39.93095,-104.943697,,
10/25/22,39.622515,-104.817184,,
10/25/22,39.861258,-104.992333,,
10/25/22,39.607656,-104.926578,,
10/25/22,39.607656,-104.926578,,
10/25/22,39.530579,-104.819908,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.881938,-105.016906,,
10/25/22,39.898117,-105.034798,,
10/25/22,39.82397,-104.940083,,
10/25/22,39.856439,-104.9651,,
10/25/22,39.903213,-104.975681,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898681,-105.026416,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.858454,-105.02121,,
10/25/22,39.607656,-104.926578,,
10/25/22,39.607656,-104.926578,,
10/25/22,39.607656,-104.926578,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.795942,-105.017282,,
10/25/22,39.892059,-104.980452,,
10/25/22,39.850852,-104.9696,,
10/25/22,39.607656,-104.926578,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.898432,-105.027943,,
10/25/22,39.912894,-105.018356,,
10/25/22,39.902172,-105.026257,,
10/25/22,39.90454,-105.030656,,
10/25/22,39.898681,-105.026416,,
10/25/22,39.651993,-104.979749,,
10/25/22,39.574867,-104.968997,,
10/25/22,39.88538,-104.95639,,
10/25/22,39.917368,-104.993804,,
10/25/22,39.651993,-104.979749,,
10/25/22,39.60628,-104.871607,,
10/25/22,39.612587,-104.739824,,
10/25/22,39.810131,-104.915962,,
10/25/22,39.593216,-104.976162,,
10/25/22,39.607176,-104.74642,,
10/25/22,39.607176,-104.74642,,
10/25/22,39.530031,-104.919211,,
10/25/22,39.607176,-104.74642,,
10/25/22,39.869083,-104.993152,,
10/25/22,39.90454,-105.030656,,
10/25/22,39.893743,-105.003468,,
10/25/22,39.731327,-104.874967,,
10/25/22,39.88538,-104.95639,,
10/25/22,39.534683,-104.84785,,
10/25/22,39.874573,-105.019027,,
10/25/22,39.603861,-104.860897,,
10/25/22,39.569202,-104.976276,,
10/25/22,39.606645,-104.875376,,
10/25/22,39.735522,-104.855575,,
10/25/22,39.589209,-104.990603,,
10/25/22,39.905258,-104.856023,,
10/25/22,39.669201,-104.895294,,
10/25/22,39.6985,-104.8373,,
10/25/22,39.646926,-104.736854,,
10/25/22,39.468841,-104.912028,,
10/25/22,39.370019,-104.840811,,
10/25/22,39.6985,-104.8373,,
10/25/22,39.6985,-104.8373,,
10/25/22,39.380914,-104.874033,,
10/25/22,39.380914,-104.874033,,
10/25/22,39.713911,-104.68107,,
10/25/22,39.7458,-104.8379,,
10/25/22,39.706046,-104.832583,,
10/25/22,39.654094,-104.817597,,
10/25/22,39.935892,-104.252378,,
10/25/22,39.795767,-105.024499,,
10/25/22,39.72692,-104.82907,,
10/25/22,39.654068,-104.972714,,
10/25/22,39.911902,-104.855736,,
10/25/22,39.679693,-104.807336,,
10/25/22,39.831219,-104.998926,,
10/25/22,39.879306,-104.990272,,
10/25/22,39.510298,-104.7437,,
10/25/22,39.610669,-104.721668,,
10/25/22,39.724717,-104.86549,,
10/25/22,39.858812,-105.000212,,
10/25/22,39.907623,-104.988766,,
10/25/22,39.676743,-104.784652,,
10/25/22,39.654997,-104.800017,,
10/25/22,39.859222,-105.036564,,
10/25/22,39.91658,-104.801375,,
10/25/22,39.74165,-104.879589,,
10/25/22,39.998731,-104.760096,,
10/25/22,39.634892,-104.734596,,
10/25/22,39.728432,-104.821106,,
10/25/22,39.395988,-104.90593,,
10/25/22,39.857446,-104.940409,,
10/25/22,39.984533,-104.786316,,
10/25/22,39.79172,-105.042369,,
10/25/22,39.912922,-104.939627,,
10/25/22,39.69992,-104.80898,,
10/25/22,39.929806,-104.922832,,
10/25/22,39.910433,-104.854717,,
10/25/22,39.873953,-104.803354,,
10/25/22,39.541459,-104.968856,,
10/25/22,39.496379,-104.764141,,
10/25/22,39.495571,-104.750198,,
10/25/22,39.4853,-105.0652,,
10/25/22,39.47479,-105.081415,,
10/25/22,39.556961,-104.720917,,
10/25/22,39.904841,-104.985979,,
10/25/22,39.374935,-104.882431,,
10/25/22,39.513726,-104.73173,,
10/25/22,39.555631,-104.709295,,
10/25/22,39.682787,-104.762076,,
10/25/22,39.72692,-104.82907,,
10/25/22,39.621549,-105.037163,,
10/25/22,39.7041,-104.7052,,
10/25/22,39.556987,-104.913257,,
10/25/22,39.915096,-104.947934,,
10/25/22,39.556961,-104.720917,,
10/25/22,39.915096,-104.947934,,
10/25/22,39.810412,-104.914192,,
10/25/22,39.754381,-104.43243,,
10/25/22,39.398732,-104.912798,,
10/25/22,39.881527,-104.974311,,
10/25/22,39.683943,-104.875278,,
10/25/22,39.943608,-104.950806,,
10/25/22,39.683943,-104.875278,,
10/25/22,39.974265,-104.807784,,
10/25/22,39.411252,-104.859109,,
10/25/22,39.34537,-104.865309,,
10/25/22,39.989238,-104.808236,,
10/25/22,39.813332,-105.033112,,
10/25/22,39.603002,-104.881978,,
10/25/22,39.693151,-104.842718,,
10/25/22,39.455627,-104.739714,,
10/25/22,39.617746,-104.772394,,
10/25/22,39.64198,-104.8202,,
10/25/22,39.325576,-104.831953,,
10/25/22,39.369228,-104.837715,,
10/25/22,39.84858,-104.990446,,
10/25/22,39.627301,-104.720626,,
10/25/22,39.930461,-104.937527,,
10/25/22,39.924294,-104.934496,,
10/25/22,39.554872,-104.944532,,
10/25/22,39.931885,-104.993896,,
10/25/22,39.518618,-104.746601,,
10/25/22,39.47777,-105.0555,,
